Information about barcoded specimens. Sample Ids starting with "cvb" derive from a preliminary study about army ant diets and are not considered in army ant-prey network analyses.																											
Sequence information and depository								Systematic classicfication									Life history information		Collection information								
BOLD Project Code	Process ID	Sample ID	BIN	COI Sequence Length	GenBank Accession	Image Count	Specimen Deposition	Phylum	Class	Order	Family	Subfamily	Genus	Species	Identifier	Identification Method	Life Stage	Associated Taxa	Collectors	Collection Date	Country	State/Province	Region	Exact Site	Event Time	Habitat	Collection Notes
APREY	APREY054-18	cvb796prey020	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY055-18	cvb796prey006	BOLD:AAP9640	658	MK207874	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY056-18	cvb796prey005	BOLD:AAP9640	658	MK207867	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY057-18	cvb796prey007	BOLD:AAP9640	657	MK207879	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY058-18	cvb796prey012	BOLD:AAP9640	658	MK207878	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY059-18	cvb796prey021	BOLD:AAP9640	658	MK207877	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY060-18	cvb796prey002	BOLD:AAP9640	658	MK207869	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY061-18	cvb796prey003	BOLD:AAP9640	658	MK207866	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY062-18	cvb796prey004	BOLD:AAP9640	658	MK207865	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY063-18	cvb796prey001	BOLD:AAP9640	658	MK207862	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY064-18	cvb796prey018	BOLD:AAP9640	658	MK207861	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY065-18	cvb796prey011	BOLD:AAP9640	658	MK207864	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY066-18	cvb796prey015	BOLD:AAP9640	658	MK207872	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY067-18	cvb796prey016	BOLD:AAP9640	658	MK207873	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY068-18	cvb796prey014	BOLD:AAP9640	658	MK207876	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	20-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY069-18	cvb777prey003	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY070-18	cvb777prey001	BOLD:AAC2202	569	MK207801	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Neoponera	Neoponera lineaticeps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY071-18	cvb777prey021	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY072-18	cvb777prey019	BOLD:AAP9640	609	MK207880	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY073-18	cvb777prey002	BOLD:ABA1577	522	MK207594	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus JTL021	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY074-18	cvb777prey008	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY075-18	cvb777prey009	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY076-18	cvb777prey005	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY077-18	cvb777prey007	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY078-18	cvb777prey023	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY079-18	cvb777prey020	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY080-18	cvb777prey024	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY081-18	cvb777prey011	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY082-18	cvb777prey016	BOLD:ACZ7861	607	MK207923	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole ACJ4651	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY083-18	cvb777prey018	BOLD:ADN5563	654	MK207620	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus senex	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY084-18	cvb777prey012	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY085-18	cvb777prey017	BOLD:AAC8570	658	MK207787	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Neoponera	Neoponera crenata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton burchellii foreli	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	16-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	16:00	Tropical rainforest	collected during army ant raiding
APREY	APREY086-18	cvb782prey003	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	15-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	11:00	Tropical rainforest	collected during army ant raiding
APREY	APREY087-18	cvb782prey017	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	15-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	11:00	Tropical rainforest	collected during army ant raiding
APREY	APREY088-18	cvb782prey023	BOLD:ADF9621	619	MK207462	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Acromyrmex	Acromyrmex volcanus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	15-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	11:00	Tropical rainforest	collected during army ant raiding
APREY	APREY089-18	cvb782prey010	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	15-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	11:00	Tropical rainforest	collected during army ant raiding
APREY	APREY090-18	cvb782prey008	BOLD:ADF9621	601	MK207458	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Acromyrmex	Acromyrmex volcanus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	15-Oct-2015	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	11:00	Tropical rainforest	collected during army ant raiding
